,TestFile,TestCase,TargetFile,TargetFunction,LineFrom,LineTo
0,kvtest.c,timeOfDay,speedtest1.c,sqlite3_int64,65,
0,kvtest.c,timeOfDay,os.c,sqlite3_vfs_find,359,378
0,kvtest.c,display_stats,showjournal.c,db,14,
0,kvtest.c,display_stats,status.c,sqlite3_db_status,202,392
0,kvtest.c,display_stats,status.c,sqlite3_status,159,171
0,kvtest.c,runMain,showjournal.c,db,14,
0,kvtest.c,runMain,kvtest.c,display_stats,716,774
0,kvtest.c,runMain,kvtest.c,fatalError,174,182
0,kvtest.c,runMain,kvtest.c,integerValue,198,239
0,kvtest.c,runMain,fts3view.c,nExtra,27,
0,kvtest.c,runMain,kvtest.c,ORDER_ASC,777,
0,kvtest.c,runMain,kvtest.c,ORDER_DESC,778,
0,kvtest.c,runMain,kvtest.c,ORDER_RANDOM,779,
0,kvtest.c,runMain,kvtest.c,PATH_DB,261,
0,kvtest.c,runMain,kvtest.c,PATH_DIR,259,
0,kvtest.c,runMain,kvtest.c,PATH_NEXIST,262,
0,kvtest.c,runMain,kvtest.c,PATH_OTHER,263,
0,kvtest.c,runMain,kvtest.c,PATH_TREE,260,
0,kvtest.c,runMain,kvtest.c,pathType,264,282
0,kvtest.c,runMain,kvtest.c,randInt,303,309
0,kvtest.c,runMain,autoconf/README.txt,rc,9,
0,kvtest.c,runMain,kvtest.c,readFile,592,612
0,kvtest.c,runMain,kvtest.c,rememberFunc,470,482
0,kvtest.c,runMain,vdbeapi.c,sqlite3_bind_int,1544,1546
0,kvtest.c,runMain,vdbeapi.c,sqlite3_bind_int64,1547,1556
0,kvtest.c,runMain,vdbeblob.c,sqlite3_blob_bytes,470,473
0,kvtest.c,runMain,vdbeblob.c,sqlite3_blob_close,357,373
0,kvtest.c,runMain,vdbeblob.c,sqlite3_blob_open,122,351
0,kvtest.c,runMain,vdbeblob.c,sqlite3_blob_read,453,455
0,kvtest.c,runMain,vdbeblob.c,sqlite3_blob_reopen,485,514
0,kvtest.c,runMain,vdbeblob.c,sqlite3_blob_write,460,462
0,kvtest.c,runMain,main.c,sqlite3_close,1288,1288
0,kvtest.c,runMain,vdbeapi.c,sqlite3_column_blob,1213,1222
0,kvtest.c,runMain,vdbeapi.c,sqlite3_column_bytes,1223,1227
0,kvtest.c,runMain,vdbeapi.c,sqlite3_column_int,1238,1242
0,kvtest.c,runMain,vdbeapi.c,sqlite3_column_text,1248,1252
0,kvtest.c,runMain,main.c,sqlite3_create_function,1995,2007
0,kvtest.c,runMain,main.c,sqlite3_errmsg,2574,2595
0,kvtest.c,runMain,legacy.c,sqlite3_exec,30,141
0,kvtest.c,runMain,vdbeapi.c,sqlite3_finalize,99,116
0,kvtest.c,runMain,malloc.c,sqlite3_free,379,392
0,kvtest.c,runMain,speedtest1.c,sqlite3_int64,65,
0,kvtest.c,runMain,sqlite3ext.h,sqlite3_libversion,457,
0,kvtest.c,runMain,sqlite3ext.h,sqlite3_mprintf,460,
0,kvtest.c,runMain,sqlite3ext.h,sqlite3_open,461,
0,kvtest.c,runMain,prepare.c,sqlite3_prepare_v2,918,935
0,kvtest.c,runMain,random.c,sqlite3_randomness,33,112
0,kvtest.c,runMain,malloc.c,sqlite3_realloc64,518,523
0,kvtest.c,runMain,vdbeapi.c,sqlite3_reset,126,142
0,kvtest.c,runMain,vdbeapi.c,sqlite3_step,783,830
0,kvtest.c,runMain,kvtest.c,SQLITE_PTR_TO_INT,160,
0,kvtest.c,runMain,kvtest.c,timeOfDay,663,675
0,kvtest.c,runMain,kvtest.c,updateFile,618,657
0,kvtest.c,main,kvtest.c,exportMain,498,575
0,kvtest.c,main,kvtest.c,initMain,314,379
0,kvtest.c,main,kvtest.c,runMain,785,1118
0,kvtest.c,main,kvtest.c,showHelp,166,169
0,kvtest.c,main,kvtest.c,statMain,384,462
0,threadtest1.c,Exit,autoconf/README.txt,rc,9,
0,threadtest1.c,sqlite3_mprintf,main.c,sqlite3_initialize,200,365
0,threadtest1.c,sqlite3_mprintf,printf.c,sqlite3_vmprintf,1242,1260
0,threadtest1.c,sqlite3_vmprintf,main.c,sqlite3_initialize,200,365
0,threadtest1.c,sqlite3_vmprintf,printf.c,sqlite3_str_vappendf,212,925
0,threadtest1.c,sqlite3_vmprintf,printf.c,sqlite3StrAccumFinish,1090,1098
0,threadtest1.c,sqlite3_vmprintf,printf.c,sqlite3StrAccumInit,1183,1191
0,threadtest1.c,sqlite3_vmprintf,sqliteLimit.h,SQLITE_MAX_LENGTH,24,
0,threadtest1.c,sqlite3_vmprintf,sqliteInt.h,SQLITE_MISUSE_BKPT,4267,
0,threadtest1.c,sqlite3_vmprintf,printf.c,SQLITE_PRINT_BUF_SIZE,198,
0,threadtest1.c,db_is_locked,threadtest1.c,verbose,35,
0,threadtest1.c,db_query_callback,threadtest1.c,QueryResult::azElem,64,
0,threadtest1.c,db_query_callback,threadtest1.c,QueryResult::nAlloc,63,
0,threadtest1.c,db_query_callback,threadtest1.c,QueryResult::nElem,62,
0,threadtest1.c,db_query_callback,printf.c,sqlite3_mprintf,1266,1276
0,threadtest1.c,db_query_callback,threadtest1.c,QueryResult::zFile,61,
0,threadtest1.c,db_query,threadtest1.c,QueryResult::azElem,64,
0,threadtest1.c,db_query,showjournal.c,db,14,
0,threadtest1.c,db_query,threadtest1.c,db_query_callback,70,96
0,threadtest1.c,db_query,threadtest1.c,Exit,40,42
0,threadtest1.c,db_query,threadtest1.c,QueryResult::nElem,62,
0,threadtest1.c,db_query,autoconf/README.txt,rc,9,
0,threadtest1.c,db_query,legacy.c,sqlite3_exec,30,141
0,threadtest1.c,db_query,malloc.c,sqlite3_free,379,392
0,threadtest1.c,db_query,printf.c,sqlite3_vmprintf,1242,1260
0,threadtest1.c,db_query,threadtest1.c,verbose,35,
0,threadtest1.c,db_query,threadtest1.c,QueryResult::zFile,61,
0,threadtest1.c,db_execute,showjournal.c,db,14,
0,threadtest1.c,db_execute,threadtest1.c,Exit,40,42
0,threadtest1.c,db_execute,autoconf/README.txt,rc,9,
0,threadtest1.c,db_execute,legacy.c,sqlite3_exec,30,141
0,threadtest1.c,db_execute,malloc.c,sqlite3_free,379,392
0,threadtest1.c,db_execute,printf.c,sqlite3_vmprintf,1242,1260
0,threadtest1.c,db_execute,threadtest1.c,verbose,35,
0,threadtest1.c,db_execute,threadtest1.c,QueryResult::zFile,61,
0,threadtest1.c,db_query_free,malloc.c,sqlite3_free,379,392
0,threadtest1.c,db_check,threadtest1.c,db_query_free,162,168
0,threadtest1.c,db_check,threadtest1.c,Exit,40,42
0,threadtest1.c,db_check,threadtest1.c,QueryResult::zFile,61,
0,threadtest1.c,worker_bee,showjournal.c,db,14,
0,threadtest1.c,worker_bee,threadtest1.c,db_check,173,188
0,threadtest1.c,worker_bee,threadtest1.c,db_execute,137,157
0,threadtest1.c,worker_bee,threadtest1.c,db_is_locked,50,55
0,threadtest1.c,worker_bee,threadtest1.c,db_query,102,132
0,threadtest1.c,worker_bee,threadtest1.c,Exit,40,42
0,threadtest1.c,worker_bee,threadtest1.c,lock,190,
0,threadtest1.c,worker_bee,threadtest1.c,sig,191,
0,threadtest1.c,worker_bee,main.c,sqlite3_busy_handler,1722,1737
0,threadtest1.c,worker_bee,main.c,sqlite3_close,1288,1288
0,threadtest1.c,worker_bee,sqlite3ext.h,sqlite3_open,461,
0,threadtest1.c,worker_bee,threadtest1.c,thread_cnt,192,
0,threadtest1.c,main,threadtest1.c,lock,190,
0,threadtest1.c,main,threadtest1.c,sig,191,
0,threadtest1.c,main,printf.c,sqlite3_mprintf,1266,1276
0,threadtest1.c,main,threadtest1.c,thread_cnt,192,
0,threadtest1.c,main,threadtest1.c,verbose,35,
0,threadtest1.c,main,threadtest1.c,worker_bee,194,246
0,threadtest1.c,main,threadtest1.c,QueryResult::zFile,61,
0,atrc.c,rename_all_columns_of_table,showjournal.c,db,14,
0,atrc.c,rename_all_columns_of_table,autoconf/README.txt,rc,9,
0,atrc.c,rename_all_columns_of_table,vdbeapi.c,sqlite3_bind_text,1584,1592
0,atrc.c,rename_all_columns_of_table,vdbeapi.c,sqlite3_column_text,1248,1252
0,atrc.c,rename_all_columns_of_table,vdbeapi.c,sqlite3_finalize,99,116
0,atrc.c,rename_all_columns_of_table,prepare.c,sqlite3_prepare_v2,918,935
0,atrc.c,rename_all_columns_of_table,vdbeapi.c,sqlite3_step,783,830
0,atrc.c,rename_all_columns_of_table,printf.c,sqlite3_str_appendf,1383,1388
0,atrc.c,rename_all_tables,showjournal.c,db,14,
0,atrc.c,rename_all_tables,autoconf/README.txt,rc,9,
0,atrc.c,rename_all_tables,atrc.c,rename_all_columns_of_table,32,64
0,atrc.c,rename_all_tables,vdbeapi.c,sqlite3_column_text,1248,1252
0,atrc.c,rename_all_tables,vdbeapi.c,sqlite3_finalize,99,116
0,atrc.c,rename_all_tables,malloc.c,sqlite3_free,379,392
0,atrc.c,rename_all_tables,sqlite3ext.h,sqlite3_mprintf,460,
0,atrc.c,rename_all_tables,prepare.c,sqlite3_prepare_v2,918,935
0,atrc.c,rename_all_tables,vdbeapi.c,sqlite3_step,783,830
0,atrc.c,rename_all_tables,printf.c,sqlite3_str_appendf,1383,1388
0,atrc.c,main,showjournal.c,db,14,
0,atrc.c,main,autoconf/README.txt,rc,9,
0,atrc.c,main,atrc.c,rename_all_tables,68,105
0,atrc.c,main,main.c,sqlite3_close,1288,1288
0,atrc.c,main,malloc.c,sqlite3_free,379,392
0,atrc.c,main,sqlite3ext.h,sqlite3_open,461,
0,atrc.c,main,printf.c,sqlite3_str_finish,1128,1137
0,atrc.c,main,printf.c,sqlite3_str_new,1194,1203
0,atrc.c,main,threadtest5.c,zDbName,35,
0,ossshell.c,LLVMFuzzerTestOneInput,optfuzz-db01.txt,a,22,
0,ossshell.c,LLVMFuzzerTestOneInput,dbfuzz2.c,azSql,54,
0,ossshell.c,LLVMFuzzerTestOneInput,ossfuzz.c,block_debug_pragmas,86,101
0,ossshell.c,LLVMFuzzerTestOneInput,dbfuzz2.c,bVdbeDebug,71,
0,ossshell.c,LLVMFuzzerTestOneInput,fuzzcheck.c,FuzzCtx::db,590,
0,ossshell.c,LLVMFuzzerTestOneInput,showjournal.c,db,14,
0,ossshell.c,LLVMFuzzerTestOneInput,dbfuzz2.c,eVerbosity,68,
0,ossshell.c,LLVMFuzzerTestOneInput,ossfuzz.c,exec_handler,106,113
0,ossshell.c,LLVMFuzzerTestOneInput,fuzzcheck.c,FuzzCtx::execCnt,596,
0,ossshell.c,LLVMFuzzerTestOneInput,ossfuzz.c,FUZZ_SHOW_ERRORS,24,
0,ossshell.c,LLVMFuzzerTestOneInput,ossfuzz.c,FUZZ_SHOW_MAX_DELAY,23,
0,ossshell.c,LLVMFuzzerTestOneInput,fuzzcheck.c,FuzzCtx::iCutoffTime,591,
0,ossshell.c,LLVMFuzzerTestOneInput,fuzzcheck.c,FuzzCtx::iLastCb,592,
0,ossshell.c,LLVMFuzzerTestOneInput,ossfuzz.c,mDebug,21,
0,ossshell.c,LLVMFuzzerTestOneInput,dbfuzz2.c,mxCb,78,
0,ossshell.c,LLVMFuzzerTestOneInput,fuzzcheck.c,FuzzCtx::mxInterval,593,
0,ossshell.c,LLVMFuzzerTestOneInput,dbfuzz2.c,nCb,77,
0,ossshell.c,LLVMFuzzerTestOneInput,fuzzcheck.c,FuzzCtx::nCb,594,
0,ossshell.c,LLVMFuzzerTestOneInput,dbfuzz2.c,progress_handler,169,176
0,ossshell.c,LLVMFuzzerTestOneInput,autoconf/README.txt,rc,9,
0,ossshell.c,LLVMFuzzerTestOneInput,lemon.c,size,5171,
0,ossshell.c,LLVMFuzzerTestOneInput,main.c,sqlite3_close,1288,1288
0,ossshell.c,LLVMFuzzerTestOneInput,complete.c,sqlite3_complete,104,261
0,ossshell.c,LLVMFuzzerTestOneInput,main.c,sqlite3_db_config,914,983
0,ossshell.c,LLVMFuzzerTestOneInput,memdb.c,sqlite3_deserialize,788,858
0,ossshell.c,LLVMFuzzerTestOneInput,legacy.c,sqlite3_exec,30,141
0,ossshell.c,LLVMFuzzerTestOneInput,main.c,sqlite3_file_control,3895,3940
0,ossshell.c,LLVMFuzzerTestOneInput,malloc.c,sqlite3_free,379,392
0,ossshell.c,LLVMFuzzerTestOneInput,malloc.c,sqlite3_hard_heap_limit64,137,153
0,ossshell.c,LLVMFuzzerTestOneInput,main.c,sqlite3_initialize,200,365
0,ossshell.c,LLVMFuzzerTestOneInput,speedtest1.c,sqlite3_int64,65,
0,ossshell.c,LLVMFuzzerTestOneInput,main.c,sqlite3_limit,2832,2876
0,ossshell.c,LLVMFuzzerTestOneInput,malloc.c,sqlite3_malloc64,308,313
0,ossshell.c,LLVMFuzzerTestOneInput,malloc.c,sqlite3_memory_used,197,201
0,ossshell.c,LLVMFuzzerTestOneInput,sqlite3ext.h,sqlite3_mprintf,460,
0,ossshell.c,LLVMFuzzerTestOneInput,sqlite3ext.h,sqlite3_open,461,
0,ossshell.c,LLVMFuzzerTestOneInput,main.c,sqlite3_open_v2,3501,3508
0,ossshell.c,LLVMFuzzerTestOneInput,main.c,sqlite3_progress_handler,1745,1768
0,ossshell.c,LLVMFuzzerTestOneInput,auth.c,sqlite3_set_authorizer,70,84
0,ossshell.c,LLVMFuzzerTestOneInput,status.c,sqlite3_status,159,171
0,ossshell.c,LLVMFuzzerTestOneInput,main.c,sqlite3_test_control,3945,4452
0,ossshell.c,LLVMFuzzerTestOneInput,dbfuzz2.c,szMax,74,
0,ossshell.c,LLVMFuzzerTestOneInput,ossfuzz.c,timeOfDay,36,51
0,ossshell.c,LLVMFuzzerTestOneInput,optfuzz-db01.txt,x,17,
0,ossshell.c,ossfuzz_set_debug_flags,ossfuzz.c,mDebug,21,
0,ossshell.c,ossfuzz_set_debug_flags,optfuzz-db01.txt,x,17,
0,ossshell.c,main,ossshell.c,FUZZ_SHOW_ERRORS,29,
0,ossshell.c,main,ossshell.c,FUZZ_SHOW_MAX_DELAY,28,
0,ossshell.c,main,ossshell.c,FUZZ_SQL_TRACE,27,
0,ossshell.c,main,dbfuzz2.c,LLVMFuzzerTestOneInput,182,242
0,ossshell.c,main,ossfuzz.c,mDebug,21,
0,ossshell.c,main,ossfuzz.c,ossfuzz_set_debug_flags,29,31
0,dbfuzz2.c,memtraceMalloc,dbfuzz2.c,memtraceBase,82,
0,dbfuzz2.c,memtraceMalloc,dbfuzz2.c,memtraceOut,83,
0,dbfuzz2.c,memtraceFree,dbfuzz2.c,memtraceBase,82,
0,dbfuzz2.c,memtraceFree,dbfuzz2.c,memtraceOut,83,
0,dbfuzz2.c,memtraceRealloc,dbfuzz2.c,memtraceBase,82,
0,dbfuzz2.c,memtraceRealloc,dbfuzz2.c,memtraceFree,93,99
0,dbfuzz2.c,memtraceRealloc,dbfuzz2.c,memtraceMalloc,86,92
0,dbfuzz2.c,memtraceRealloc,dbfuzz2.c,memtraceOut,83,
0,dbfuzz2.c,memtraceSize,dbfuzz2.c,memtraceBase,82,
0,dbfuzz2.c,memtraceRoundup,dbfuzz2.c,memtraceBase,82,
0,dbfuzz2.c,memtraceInit,dbfuzz2.c,memtraceBase,82,
0,dbfuzz2.c,memtraceShutdown,dbfuzz2.c,memtraceBase,82,
0,dbfuzz2.c,sqlite3MemTraceActivate,dbfuzz2.c,ersaztMethods,126,
0,dbfuzz2.c,sqlite3MemTraceActivate,dbfuzz2.c,memtraceBase,82,
0,dbfuzz2.c,sqlite3MemTraceActivate,dbfuzz2.c,memtraceOut,83,
0,dbfuzz2.c,sqlite3MemTraceActivate,autoconf/README.txt,rc,9,
0,dbfuzz2.c,sqlite3MemTraceActivate,main.c,sqlite3_config,429,734
0,dbfuzz2.c,sqlite3MemTraceDeactivate,dbfuzz2.c,memtraceBase,82,
0,dbfuzz2.c,sqlite3MemTraceDeactivate,dbfuzz2.c,memtraceOut,83,
0,dbfuzz2.c,sqlite3MemTraceDeactivate,autoconf/README.txt,rc,9,
0,dbfuzz2.c,sqlite3MemTraceDeactivate,main.c,sqlite3_config,429,734
0,dbfuzz2.c,progress_handler,dbfuzz2.c,eVerbosity,68,
0,dbfuzz2.c,progress_handler,dbfuzz2.c,mxCb,78,
0,dbfuzz2.c,progress_handler,dbfuzz2.c,nCb,77,
0,dbfuzz2.c,LLVMFuzzerTestOneInput,optfuzz-db01.txt,a,22,
0,dbfuzz2.c,LLVMFuzzerTestOneInput,dbfuzz2.c,azSql,54,
0,dbfuzz2.c,LLVMFuzzerTestOneInput,dbfuzz2.c,bVdbeDebug,71,
0,dbfuzz2.c,LLVMFuzzerTestOneInput,showjournal.c,db,14,
0,dbfuzz2.c,LLVMFuzzerTestOneInput,dbfuzz2.c,eVerbosity,68,
0,dbfuzz2.c,LLVMFuzzerTestOneInput,dbfuzz2.c,mxCb,78,
0,dbfuzz2.c,LLVMFuzzerTestOneInput,dbfuzz2.c,nCb,77,
0,dbfuzz2.c,LLVMFuzzerTestOneInput,dbfuzz2.c,progress_handler,169,176
0,dbfuzz2.c,LLVMFuzzerTestOneInput,autoconf/README.txt,rc,9,
0,dbfuzz2.c,LLVMFuzzerTestOneInput,main.c,sqlite3_close,1288,1288
0,dbfuzz2.c,LLVMFuzzerTestOneInput,memdb.c,sqlite3_deserialize,788,858
0,dbfuzz2.c,LLVMFuzzerTestOneInput,legacy.c,sqlite3_exec,30,141
0,dbfuzz2.c,LLVMFuzzerTestOneInput,main.c,sqlite3_file_control,3895,3940
0,dbfuzz2.c,LLVMFuzzerTestOneInput,malloc.c,sqlite3_free,379,392
0,dbfuzz2.c,LLVMFuzzerTestOneInput,main.c,sqlite3_initialize,200,365
0,dbfuzz2.c,LLVMFuzzerTestOneInput,speedtest1.c,sqlite3_int64,65,
0,dbfuzz2.c,LLVMFuzzerTestOneInput,malloc.c,sqlite3_malloc64,308,313
0,dbfuzz2.c,LLVMFuzzerTestOneInput,malloc.c,sqlite3_memory_used,197,201
0,dbfuzz2.c,LLVMFuzzerTestOneInput,sqlite3ext.h,sqlite3_open,461,
0,dbfuzz2.c,LLVMFuzzerTestOneInput,main.c,sqlite3_progress_handler,1745,1768
0,dbfuzz2.c,LLVMFuzzerTestOneInput,status.c,sqlite3_status,159,171
0,dbfuzz2.c,LLVMFuzzerTestOneInput,main.c,sqlite3_test_control,3945,4452
0,dbfuzz2.c,LLVMFuzzerTestOneInput,dbfuzz2.c,szMax,74,
0,dbfuzz2.c,LLVMFuzzerTestOneInput,optfuzz-db01.txt,x,17,
0,dbfuzz2.c,numberOfVChar,UnicodeData.txt,N,1,
0,dbfuzz2.c,LLVMFuzzerInitialize,dbfuzz2.c,bVdbeDebug,71,
0,dbfuzz2.c,LLVMFuzzerInitialize,dbfuzz2.c,eVerbosity,68,
0,dbfuzz2.c,LLVMFuzzerInitialize,dbfuzz2.c,mxCb,78,
0,dbfuzz2.c,LLVMFuzzerInitialize,dbfuzz2.c,numberOfVChar,248,255
0,dbfuzz2.c,LLVMFuzzerInitialize,main.c,sqlite3_config,429,734
0,dbfuzz2.c,LLVMFuzzerInitialize,dbfuzz2.c,sqlite3MemTraceActivate,137,147
0,dbfuzz2.c,LLVMFuzzerInitialize,dbfuzz2.c,szMax,74,
0,dbfuzz2.c,LLVMFuzzerInitialize,optfuzz-db01.txt,x,17,
0,optfuzz.c,prepare_sql,showjournal.c,db,14,
0,optfuzz.c,prepare_sql,autoconf/README.txt,rc,9,
0,optfuzz.c,prepare_sql,main.c,sqlite3_errmsg,2574,2595
0,optfuzz.c,prepare_sql,malloc.c,sqlite3_free,379,392
0,optfuzz.c,prepare_sql,prepare.c,sqlite3_prepare_v2,918,935
0,optfuzz.c,prepare_sql,sqlite3ext.h,sqlite3_vmprintf,509,
0,optfuzz.c,run_sql,showjournal.c,db,14,
0,optfuzz.c,run_sql,autoconf/README.txt,rc,9,
0,optfuzz.c,run_sql,main.c,sqlite3_errmsg,2574,2595
0,optfuzz.c,run_sql,legacy.c,sqlite3_exec,30,141
0,optfuzz.c,run_sql,malloc.c,sqlite3_free,379,392
0,optfuzz.c,run_sql,sqlite3ext.h,sqlite3_vmprintf,509,
0,optfuzz.c,optfuzz_exec,optfuzz.c,prepare_sql,37,54
0,optfuzz.c,optfuzz_exec,autoconf/README.txt,rc,9,
0,optfuzz.c,optfuzz_exec,optfuzz.c,run_sql,59,75
0,optfuzz.c,optfuzz_exec,vdbeapi.c,sqlite3_bind_text,1584,1592
0,optfuzz.c,optfuzz_exec,vdbeapi.c,sqlite3_column_count,1100,1103
0,optfuzz.c,optfuzz_exec,vdbeapi.c,sqlite3_column_text,1248,1252
0,optfuzz.c,optfuzz_exec,vdbeapi.c,sqlite3_column_type,1269,1273
0,optfuzz.c,optfuzz_exec,main.c,sqlite3_errmsg,2574,2595
0,optfuzz.c,optfuzz_exec,vdbeapi.c,sqlite3_finalize,99,116
0,optfuzz.c,optfuzz_exec,prepare.c,sqlite3_prepare_v2,918,935
0,optfuzz.c,optfuzz_exec,vdbeapi.c,sqlite3_reset,126,142
0,optfuzz.c,optfuzz_exec,printf.c,sqlite3_snprintf,1306,1313
0,optfuzz.c,optfuzz_exec,vdbeapi.c,sqlite3_sql,1851,1854
0,optfuzz.c,optfuzz_exec,vdbeapi.c,sqlite3_step,783,830
0,optfuzz.c,readFile,malloc.c,sqlite3_free,379,392
0,optfuzz.c,readFile,malloc.c,sqlite3_malloc64,308,313
0,optfuzz.c,readFile,date.c,zName,626,
0,optfuzz.c,main,optfuzz-db01.c,data001,2,
0,optfuzz.c,main,optfuzz.c,optfuzz_exec,81,164
0,optfuzz.c,main,optfuzz.c,prepare_sql,37,54
0,optfuzz.c,main,autoconf/README.txt,rc,9,
0,optfuzz.c,main,optfuzz.c,readFile,181,201
0,optfuzz.c,main,main.c,sqlite3_close,1288,1288
0,optfuzz.c,main,vdbeapi.c,sqlite3_column_int,1238,1242
0,optfuzz.c,main,vdbeapi.c,sqlite3_column_text,1248,1252
0,optfuzz.c,main,memdb.c,sqlite3_deserialize,788,858
0,optfuzz.c,main,main.c,sqlite3_errmsg,2574,2595
0,optfuzz.c,main,legacy.c,sqlite3_exec,30,141
0,optfuzz.c,main,vdbeapi.c,sqlite3_finalize,99,116
0,optfuzz.c,main,malloc.c,sqlite3_free,379,392
0,optfuzz.c,main,malloc.c,sqlite3_memory_used,197,201
0,optfuzz.c,main,sqlite3ext.h,sqlite3_open,461,
0,optfuzz.c,main,vdbeapi.c,sqlite3_step,783,830
0,optfuzz.c,main,main.c,sqlite3_test_control,3945,4452
0,threadtest5.c,error_out,autoconf/README.txt,rc,9,
0,threadtest5.c,exec,showjournal.c,db,14,
0,threadtest5.c,exec,threadtest5.c,eVerbose,38,
0,threadtest5.c,exec,autoconf/README.txt,rc,9,
0,threadtest5.c,exec,legacy.c,sqlite3_exec,30,141
0,threadtest5.c,exec,malloc.c,sqlite3_free,379,392
0,threadtest5.c,exec,sqlite3ext.h,sqlite3_vmprintf,509,
0,threadtest5.c,prepare,showjournal.c,db,14,
0,threadtest5.c,prepare,threadtest5.c,eVerbose,38,
0,threadtest5.c,prepare,autoconf/README.txt,rc,9,
0,threadtest5.c,prepare,main.c,sqlite3_errmsg,2574,2595
0,threadtest5.c,prepare,malloc.c,sqlite3_free,379,392
0,threadtest5.c,prepare,prepare.c,sqlite3_prepare_v2,918,935
0,threadtest5.c,prepare,sqlite3ext.h,sqlite3_vmprintf,509,
0,threadtest5.c,waitOnTable,showjournal.c,db,14,
0,threadtest5.c,waitOnTable,threadtest5.c,prepare,91,117
0,threadtest5.c,waitOnTable,vdbeapi.c,sqlite3_column_int,1238,1242
0,threadtest5.c,waitOnTable,vdbeapi.c,sqlite3_finalize,99,116
0,threadtest5.c,waitOnTable,main.c,sqlite3_sleep,3866,3877
0,threadtest5.c,waitOnTable,vdbeapi.c,sqlite3_step,783,830
0,threadtest5.c,isPrime,optfuzz-db01.txt,x,17,
0,threadtest5.c,worker,optfuzz-db01.txt,a,22,
0,threadtest5.c,worker,optfuzz-db01.txt,b,17,
0,threadtest5.c,worker,showjournal.c,db,14,
0,threadtest5.c,worker,threadtest5.c,error_out,43,48
0,threadtest5.c,worker,threadtest5.c,eVerbose,38,
0,threadtest5.c,worker,threadtest5.c,exec,63,87
0,threadtest5.c,worker,threadtest5.c,isPrime,139,146
0,threadtest5.c,worker,threadtest5.c,prepare,91,117
0,threadtest5.c,worker,autoconf/README.txt,rc,9,
0,threadtest5.c,worker,main.c,sqlite3_busy_timeout,1776,1788
0,threadtest5.c,worker,main.c,sqlite3_close,1288,1288
0,threadtest5.c,worker,vdbeapi.c,sqlite3_column_int,1238,1242
0,threadtest5.c,worker,vdbeapi.c,sqlite3_finalize,99,116
0,threadtest5.c,worker,sqlite3ext.h,sqlite3_open,461,
0,threadtest5.c,worker,main.c,sqlite3_sleep,3866,3877
0,threadtest5.c,worker,vdbeapi.c,sqlite3_step,783,830
0,threadtest5.c,worker,threadtest5.c,waitOnTable,122,134
0,threadtest5.c,worker,threadtest5.c,zDbName,35,
0,threadtest5.c,worker,date.c,zName,626,
0,threadtest5.c,main,showjournal.c,db,14,
0,threadtest5.c,main,threadtest5.c,error_out,43,48
0,threadtest5.c,main,threadtest5.c,eVerbose,38,
0,threadtest5.c,main,threadtest5.c,exec,63,87
0,threadtest5.c,main,threadtest5.c,MX_WORKER,239,
0,threadtest5.c,main,threadtest5.c,prepare,91,117
0,threadtest5.c,main,autoconf/README.txt,rc,9,
0,threadtest5.c,main,main.c,sqlite3_close,1288,1288
0,threadtest5.c,main,vdbeapi.c,sqlite3_column_int,1238,1242
0,threadtest5.c,main,vdbeapi.c,sqlite3_column_text,1248,1252
0,threadtest5.c,main,main.c,sqlite3_config,429,734
0,threadtest5.c,main,vdbeapi.c,sqlite3_finalize,99,116
0,threadtest5.c,main,sqlite3ext.h,sqlite3_open,461,
0,threadtest5.c,main,printf.c,sqlite3_snprintf,1306,1313
0,threadtest5.c,main,vdbeapi.c,sqlite3_step,783,830
0,threadtest5.c,main,threadtest5.c,usage,229,236
0,threadtest5.c,main,threadtest5.c,worker,149,226
0,threadtest5.c,main,threadtest5.c,zDbName,35,
0,tt3_shared.c,shared_thread1,threadtest3.c,closedb,42,
0,tt3_shared.c,shared_thread1,showjournal.c,db,14,
0,tt3_shared.c,shared_thread1,threadtest3.c,opendb,41,
0,tt3_shared.c,shared_thread1,threadtest3.c,print_and_free_err,488,491
0,tt3_shared.c,shared_thread1,threadtest3.c,sql_script,45,
0,tt3_shared.c,shared_thread1,sqlite3ext.h,sqlite3_mprintf,460,
0,tt3_shared.c,shared_thread1,threadtest3.c,timetostop,60,
0,tt3_shared.c,shared1,threadtest3.c,closedb,42,
0,tt3_shared.c,shared1,showjournal.c,db,14,
0,tt3_shared.c,shared1,threadtest3.c,join_all_threads,56,
0,tt3_shared.c,shared1,threadtest3.c,launch_thread,55,
0,tt3_shared.c,shared1,threadtest3.c,opendb,41,
0,tt3_shared.c,shared1,threadtest3.c,print_and_free_err,488,491
0,tt3_shared.c,shared1,threadtest3.c,setstoptime,59,
0,tt3_shared.c,shared1,tt3_shared.c,shared_thread1,19,30
0,tt3_shared.c,shared1,threadtest3.c,sql_script,45,
0,tt3_shared.c,shared1,btree.c,sqlite3_enable_shared_cache,89,92
0,threadtest2.c,check_callback,threadtest2.c,all_stop,34,
0,threadtest2.c,integrity_check,threadtest2.c,all_stop,34,
0,threadtest2.c,integrity_check,threadtest2.c,check_callback,42,51
0,threadtest2.c,integrity_check,showjournal.c,db,14,
0,threadtest2.c,integrity_check,autoconf/README.txt,rc,9,
0,threadtest2.c,integrity_check,legacy.c,sqlite3_exec,30,141
0,threadtest2.c,worker,threadtest2.c,all_stop,34,
