,TestFile,TestCase,TargetFile,TargetFunction,LineFrom,LineTo
0,threadtest2.c,worker,showjournal.c,db,14,
0,threadtest2.c,worker,threadtest2.c,DB_FILE,28,
0,threadtest2.c,worker,autoconf/README.txt,rc,9,
0,threadtest2.c,worker,main.c,sqlite3_close,1288,1288
0,threadtest2.c,worker,legacy.c,sqlite3_exec,30,141
0,threadtest2.c,worker,sqlite3ext.h,sqlite3_open,461,
0,threadtest2.c,main,threadtest2.c,all_stop,34,
0,threadtest2.c,main,showjournal.c,db,14,
0,threadtest2.c,main,threadtest2.c,DB_FILE,28,
0,threadtest2.c,main,autoconf/README.txt,rc,9,
0,threadtest2.c,main,main.c,sqlite3_close,1288,1288
0,threadtest2.c,main,legacy.c,sqlite3_exec,30,141
0,threadtest2.c,main,malloc.c,sqlite3_free,379,392
0,threadtest2.c,main,sqlite3ext.h,sqlite3_mprintf,460,
0,threadtest2.c,main,sqlite3ext.h,sqlite3_open,461,
0,threadtest2.c,main,threadtest2.c,worker,74,93
0,tt3_checkpoint.c,checkpoint_starvation_walhook,tt3_checkpoint.c,CHECKPOINT_STARVATION_FRAMELIMIT,42,
0,tt3_checkpoint.c,checkpoint_starvation_walhook,showjournal.c,db,14,
0,tt3_checkpoint.c,checkpoint_starvation_walhook,tt3_checkpoint.c,CheckpointStarvationCtx::eMode,48,
0,tt3_checkpoint.c,checkpoint_starvation_walhook,tt3_checkpoint.c,CheckpointStarvationCtx::nMaxFrame,49,
0,tt3_checkpoint.c,checkpoint_starvation_walhook,main.c,sqlite3_wal_checkpoint_v2,2416,2472
0,tt3_checkpoint.c,checkpoint_starvation_reader,tt3_checkpoint.c,CHECKPOINT_STARVATION_READMS,45,
0,tt3_checkpoint.c,checkpoint_starvation_reader,threadtest3.c,closedb,42,
0,tt3_checkpoint.c,checkpoint_starvation_reader,showjournal.c,db,14,
0,tt3_checkpoint.c,checkpoint_starvation_reader,threadtest3.c,execsql_i64,47,
0,tt3_checkpoint.c,checkpoint_starvation_reader,threadtest3.c,opendb,41,
0,tt3_checkpoint.c,checkpoint_starvation_reader,threadtest3.c,print_and_free_err,488,491
0,tt3_checkpoint.c,checkpoint_starvation_reader,threadtest3.c,sql_script,45,
0,tt3_checkpoint.c,checkpoint_starvation_reader,main.c,sqlite3_sleep,3866,3877
0,tt3_checkpoint.c,checkpoint_starvation_reader,threadtest3.c,test_error,63,
0,tt3_checkpoint.c,checkpoint_starvation_reader,threadtest3.c,timetostop,60,
0,tt3_checkpoint.c,checkpoint_starvation_main,tt3_checkpoint.c,checkpoint_starvation_reader,69,90
0,tt3_checkpoint.c,checkpoint_starvation_main,tt3_checkpoint.c,CHECKPOINT_STARVATION_READMS,45,
0,tt3_checkpoint.c,checkpoint_starvation_main,tt3_checkpoint.c,checkpoint_starvation_walhook,53,67
0,tt3_checkpoint.c,checkpoint_starvation_main,threadtest3.c,closedb,42,
0,tt3_checkpoint.c,checkpoint_starvation_main,showjournal.c,db,14,
0,tt3_checkpoint.c,checkpoint_starvation_main,tt3_checkpoint.c,CheckpointStarvationCtx::eMode,48,
0,tt3_checkpoint.c,checkpoint_starvation_main,threadtest3.c,join_all_threads,56,
0,tt3_checkpoint.c,checkpoint_starvation_main,threadtest3.c,launch_thread,55,
0,tt3_checkpoint.c,checkpoint_starvation_main,tt3_checkpoint.c,CheckpointStarvationCtx::nMaxFrame,49,
0,tt3_checkpoint.c,checkpoint_starvation_main,threadtest3.c,opendb,41,
0,tt3_checkpoint.c,checkpoint_starvation_main,threadtest3.c,print_and_free_err,488,491
0,tt3_checkpoint.c,checkpoint_starvation_main,threadtest3.c,setstoptime,59,
0,tt3_checkpoint.c,checkpoint_starvation_main,threadtest3.c,sql_script,45,
0,tt3_checkpoint.c,checkpoint_starvation_main,main.c,sqlite3_sleep,3866,3877
0,tt3_checkpoint.c,checkpoint_starvation_main,main.c,sqlite3_wal_hook,2389,2411
0,tt3_checkpoint.c,checkpoint_starvation_main,threadtest3.c,timetostop,60,
0,tt3_checkpoint.c,checkpoint_starvation_1,tt3_checkpoint.c,CHECKPOINT_STARVATION_FRAMELIMIT,42,
0,tt3_checkpoint.c,checkpoint_starvation_1,tt3_checkpoint.c,checkpoint_starvation_main,92,128
0,tt3_checkpoint.c,checkpoint_starvation_1,tt3_checkpoint.c,CheckpointStarvationCtx::nMaxFrame,49,
0,tt3_checkpoint.c,checkpoint_starvation_1,threadtest3.c,print_and_free_err,488,491
0,tt3_checkpoint.c,checkpoint_starvation_1,threadtest3.c,test_error,63,
0,tt3_checkpoint.c,checkpoint_starvation_2,tt3_checkpoint.c,CHECKPOINT_STARVATION_FRAMELIMIT,42,
0,tt3_checkpoint.c,checkpoint_starvation_2,tt3_checkpoint.c,checkpoint_starvation_main,92,128
0,tt3_checkpoint.c,checkpoint_starvation_2,tt3_checkpoint.c,CheckpointStarvationCtx::nMaxFrame,49,
0,tt3_checkpoint.c,checkpoint_starvation_2,threadtest3.c,print_and_free_err,488,491
0,tt3_checkpoint.c,checkpoint_starvation_2,threadtest3.c,test_error,63,
0,sessionfuzz.c,sqlarUncompressFunc,malloc.c,sqlite3_free,379,392
0,sessionfuzz.c,sqlarUncompressFunc,malloc.c,sqlite3_malloc,302,307
0,sessionfuzz.c,sqlarUncompressFunc,vdbeapi.c,sqlite3_result_blob,415,424
0,sessionfuzz.c,sqlarUncompressFunc,vdbeapi.c,sqlite3_result_error,443,447
0,sessionfuzz.c,sqlarUncompressFunc,vdbeapi.c,sqlite3_result_value,539,547
0,sessionfuzz.c,sqlarUncompressFunc,vdbeapi.c,sqlite3_value_blob,172,184
0,sessionfuzz.c,sqlarUncompressFunc,vdbeapi.c,sqlite3_value_bytes,185,187
0,sessionfuzz.c,sqlarUncompressFunc,vdbeapi.c,sqlite3_value_int,194,196
0,sessionfuzz.c,runSql,showjournal.c,db,14,
0,sessionfuzz.c,runSql,autoconf/README.txt,rc,9,
0,sessionfuzz.c,runSql,legacy.c,sqlite3_exec,30,141
0,sessionfuzz.c,makeChangeset,autoconf/README.txt,rc,9,
0,sessionfuzz.c,makeChangeset,malloc.c,sqlite3_free,379,392
0,sessionfuzz.c,makeChangeset,sessionfuzz.c,writeFile,762,776
0,sessionfuzz.c,readFile,speedtest1.c,sqlite3_int64,65,
0,sessionfuzz.c,readFile,malloc.c,sqlite3_malloc64,308,313
0,sessionfuzz.c,readFile,date.c,zName,626,
0,sessionfuzz.c,db_reset,sessionfuzz.c,aDbBytes,94,
0,sessionfuzz.c,db_reset,showjournal.c,db,14,
0,sessionfuzz.c,db_reset,autoconf/README.txt,rc,9,
0,sessionfuzz.c,db_reset,memdb.c,sqlite3_deserialize,788,858
0,sessionfuzz.c,db_reset,main.c,sqlite3_errmsg,2574,2595
0,sessionfuzz.c,db_reset,malloc.c,sqlite3_malloc64,308,313
0,sessionfuzz.c,main,sessionfuzz.c,conflictCall,832,840
0,sessionfuzz.c,main,showjournal.c,db,14,
0,sessionfuzz.c,main,sessionfuzz.c,db_reset,845,864
0,sessionfuzz.c,main,sessionfuzz.c,fileTail,873,880
0,sessionfuzz.c,main,sessionfuzz.c,makeChangeset,781,792
0,sessionfuzz.c,main,autoconf/README.txt,rc,9,
0,sessionfuzz.c,main,sessionfuzz.c,readFile,798,827
0,sessionfuzz.c,main,sessionfuzz.c,runSql,748,757
0,sessionfuzz.c,main,sessionfuzz.c,sqlarUncompressFunc,715,742
0,sessionfuzz.c,main,main.c,sqlite3_close,1288,1288
0,sessionfuzz.c,main,vdbeapi.c,sqlite3_column_blob,1213,1222
0,sessionfuzz.c,main,vdbeapi.c,sqlite3_column_bytes,1223,1227
0,sessionfuzz.c,main,vdbeapi.c,sqlite3_column_text,1248,1252
0,sessionfuzz.c,main,main.c,sqlite3_create_function,1995,2007
0,sessionfuzz.c,main,memdb.c,sqlite3_deserialize,788,858
0,sessionfuzz.c,main,main.c,sqlite3_errmsg,2574,2595
0,sessionfuzz.c,main,vdbeapi.c,sqlite3_finalize,99,116
0,sessionfuzz.c,main,malloc.c,sqlite3_free,379,392
0,sessionfuzz.c,main,malloc.c,sqlite3_memory_used,197,201
0,sessionfuzz.c,main,main.c,sqlite3_open_v2,3501,3508
0,sessionfuzz.c,main,prepare.c,sqlite3_prepare_v2,918,935
0,sessionfuzz.c,main,vdbeapi.c,sqlite3_step,783,830
0,sessionfuzz.c,main,sessionfuzz.c,zFillSql,78,
0,sessionfuzz.c,main,sessionfuzz.c,zHelp,691,
0,speedtest1.c,isTemp,speedtest1.c,Global::eTemp,94,
0,speedtest1.c,isTemp,UnicodeData.txt,N,1,
0,speedtest1.c,HashInit,speedtest1.c,Global::hash,108,
0,speedtest1.c,HashInit,speedtest1.c,HashContext::i,76,
0,speedtest1.c,HashInit,speedtest1.c,HashContext::j,76,
0,speedtest1.c,HashInit,speedtest1.c,HashContext::s,77,
0,speedtest1.c,HashUpdate,speedtest1.c,Global::hash,108,
0,speedtest1.c,HashUpdate,speedtest1.c,Global::hashFile,107,
0,speedtest1.c,HashUpdate,speedtest1.c,HashContext::i,76,
0,speedtest1.c,HashUpdate,speedtest1.c,HashContext::j,76,
0,speedtest1.c,HashUpdate,speedtest1.c,HashContext::s,77,
0,speedtest1.c,HashFinal,speedtest1.c,Global::hash,108,
0,speedtest1.c,HashFinal,speedtest1.c,HashContext::i,76,
0,speedtest1.c,HashFinal,speedtest1.c,HashContext::j,76,
0,speedtest1.c,HashFinal,speedtest1.c,HashContext::r,78,
0,speedtest1.c,HashFinal,speedtest1.c,HashContext::s,77,
0,speedtest1.c,hexDigitValue,optfuzz-db01.txt,c,22,
0,speedtest1.c,integerValue,speedtest1.c,fatal_error,119,125
0,speedtest1.c,integerValue,speedtest1.c,hexDigitValue,197,202
0,speedtest1.c,integerValue,speedtest1.c,sqlite3_int64,65,
0,speedtest1.c,integerValue,speedtest1.c,sqlite3_stricmp,207,
0,speedtest1.c,integerValue,optfuzz-db01.txt,x,17,
0,speedtest1.c,speedtest1_timestamp,speedtest1.c,sqlite3_int64,65,
0,speedtest1.c,speedtest1_timestamp,os.c,sqlite3_vfs_find,359,378
0,speedtest1.c,speedtest1_random,speedtest1.c,Global::x,102,
0,speedtest1.c,speedtest1_random,speedtest1.c,Global::y,102,
0,speedtest1.c,speedtest1_numbername,speedtest1.c,speedtest1_numbername,315,366
0,speedtest1.c,speedtest1_numbername,printf.c,sqlite3_snprintf,1306,1313
0,speedtest1.c,speedtest1_begin_test,speedtest1.c,Global::bSqlOnly,90,
0,speedtest1.c,speedtest1_begin_test,speedtest1.c,Global::iStart,86,
0,speedtest1.c,speedtest1_begin_test,speedtest1.c,NAMEWIDTH,370,
0,speedtest1.c,speedtest1_begin_test,speedtest1.c,Global::nResult,104,
0,speedtest1.c,speedtest1_begin_test,speedtest1.c,speedtest1_timestamp,258,277
0,speedtest1.c,speedtest1_begin_test,malloc.c,sqlite3_free,379,392
0,speedtest1.c,speedtest1_begin_test,sqlite3ext.h,sqlite3_vmprintf,509,
0,speedtest1.c,speedtest1_begin_test,speedtest1.c,Global::x,102,
0,speedtest1.c,speedtest1_begin_test,speedtest1.c,Global::y,102,
0,speedtest1.c,speedtest1_begin_test,speedtest1.c,zDots,371,
0,speedtest1.c,speedtest1_begin_test,date.c,zName,626,
0,speedtest1.c,speedtest1_exec,speedtest1.c,Global::bSqlOnly,90,
0,speedtest1.c,speedtest1_exec,mptest.c,Global::db,76,
0,speedtest1.c,speedtest1_exec,speedtest1.c,fatal_error,119,125
0,speedtest1.c,speedtest1_exec,speedtest1.c,printSql,439,454
0,speedtest1.c,speedtest1_exec,autoconf/README.txt,rc,9,
0,speedtest1.c,speedtest1_exec,speedtest1.c,speedtest1_shrink_memory,459,463
0,speedtest1.c,speedtest1_exec,main.c,sqlite3_errmsg,2574,2595
0,speedtest1.c,speedtest1_exec,legacy.c,sqlite3_exec,30,141
0,speedtest1.c,speedtest1_exec,malloc.c,sqlite3_free,379,392
0,speedtest1.c,speedtest1_exec,sqlite3ext.h,sqlite3_vmprintf,509,
0,speedtest1.c,speedtest1_end_test,speedtest1.c,Global::bSqlOnly,90,
0,speedtest1.c,speedtest1_end_test,speedtest1.c,Global::doCheckpoint,97,
0,speedtest1.c,speedtest1_end_test,speedtest1.c,Global::iStart,86,
0,speedtest1.c,speedtest1_end_test,speedtest1.c,Global::iTotal,87,
0,speedtest1.c,speedtest1_end_test,speedtest1.c,Global::pStmt,85,
0,speedtest1.c,speedtest1_end_test,speedtest1.c,speedtest1_exec,466,482
0,speedtest1.c,speedtest1_end_test,speedtest1.c,speedtest1_timestamp,258,277
0,speedtest1.c,speedtest1_end_test,vdbeapi.c,sqlite3_finalize,99,116
0,speedtest1.c,speedtest1_end_test,speedtest1.c,sqlite3_int64,65,
0,speedtest1.c,speedtest1_final,speedtest1.c,Global::bSqlOnly,90,
0,speedtest1.c,speedtest1_final,speedtest1.c,Global::bVerify,92,
0,speedtest1.c,speedtest1_final,speedtest1.c,Global::hash,108,
0,speedtest1.c,speedtest1_final,speedtest1.c,Global::hashFile,107,
0,speedtest1.c,speedtest1_final,speedtest1.c,HashFinal,173,187
0,speedtest1.c,speedtest1_final,speedtest1.c,HashUpdate,149,167
0,speedtest1.c,speedtest1_final,speedtest1.c,Global::iTotal,87,
0,speedtest1.c,speedtest1_final,speedtest1.c,NAMEWIDTH,370,
0,speedtest1.c,speedtest1_final,speedtest1.c,Global::nResByte,103,
0,speedtest1.c,speedtest1_final,speedtest1.c,HashContext::r,78,
0,speedtest1.c,speedtest1_final,speedtest1.c,zDots,371,
0,speedtest1.c,printSql,speedtest1.c,Global::bExplain,91,
0,speedtest1.c,printSql,speedtest1.c,ISSPACE,61,
0,speedtest1.c,printSql,func.c,sqlite3_strglob,825,827
0,speedtest1.c,speedtest1_shrink_memory,speedtest1.c,Global::bMemShrink,93,
0,speedtest1.c,speedtest1_shrink_memory,mptest.c,Global::db,76,
0,speedtest1.c,speedtest1_shrink_memory,main.c,sqlite3_db_release_memory,861,879
0,speedtest1.c,speedtest1_once,speedtest1.c,Global::bSqlOnly,90,
0,speedtest1.c,speedtest1_once,mptest.c,Global::db,76,
0,speedtest1.c,speedtest1_once,speedtest1.c,fatal_error,119,125
0,speedtest1.c,speedtest1_once,speedtest1.c,printSql,439,454
0,speedtest1.c,speedtest1_once,autoconf/README.txt,rc,9,
0,speedtest1.c,speedtest1_once,speedtest1.c,speedtest1_shrink_memory,459,463
0,speedtest1.c,speedtest1_once,vdbeapi.c,sqlite3_column_text,1248,1252
0,speedtest1.c,speedtest1_once,main.c,sqlite3_errmsg,2574,2595
0,speedtest1.c,speedtest1_once,vdbeapi.c,sqlite3_finalize,99,116
0,speedtest1.c,speedtest1_once,malloc.c,sqlite3_free,379,392
0,speedtest1.c,speedtest1_once,sqlite3ext.h,sqlite3_mprintf,460,
0,speedtest1.c,speedtest1_once,prepare.c,sqlite3_prepare_v2,918,935
0,speedtest1.c,speedtest1_once,vdbeapi.c,sqlite3_step,783,830
0,speedtest1.c,speedtest1_once,sqlite3ext.h,sqlite3_vmprintf,509,
0,speedtest1.c,speedtest1_prepare,speedtest1.c,Global::bSqlOnly,90,
0,speedtest1.c,speedtest1_prepare,mptest.c,Global::db,76,
0,speedtest1.c,speedtest1_prepare,speedtest1.c,fatal_error,119,125
0,speedtest1.c,speedtest1_prepare,speedtest1.c,printSql,439,454
0,speedtest1.c,speedtest1_prepare,speedtest1.c,Global::pStmt,85,
0,speedtest1.c,speedtest1_prepare,autoconf/README.txt,rc,9,
0,speedtest1.c,speedtest1_prepare,main.c,sqlite3_errmsg,2574,2595
0,speedtest1.c,speedtest1_prepare,vdbeapi.c,sqlite3_finalize,99,116
0,speedtest1.c,speedtest1_prepare,malloc.c,sqlite3_free,379,392
0,speedtest1.c,speedtest1_prepare,prepare.c,sqlite3_prepare_v2,918,935
0,speedtest1.c,speedtest1_prepare,sqlite3ext.h,sqlite3_vmprintf,509,
0,speedtest1.c,speedtest1_run,speedtest1.c,Global::bReprepare,89,
0,speedtest1.c,speedtest1_run,speedtest1.c,Global::bSqlOnly,90,
0,speedtest1.c,speedtest1_run,speedtest1.c,Global::bVerify,92,
0,speedtest1.c,speedtest1_run,mptest.c,Global::db,76,
0,speedtest1.c,speedtest1_run,speedtest1.c,HashUpdate,149,167
0,speedtest1.c,speedtest1_run,speedtest1.c,Global::nResByte,103,
0,speedtest1.c,speedtest1_run,speedtest1.c,Global::nResult,104,
0,speedtest1.c,speedtest1_run,speedtest1.c,Global::pStmt,85,
0,speedtest1.c,speedtest1_run,speedtest1.c,speedtest1_shrink_memory,459,463
0,speedtest1.c,speedtest1_run,vdbeapi.c,sqlite3_column_blob,1213,1222
0,speedtest1.c,speedtest1_run,vdbeapi.c,sqlite3_column_bytes,1223,1227
0,speedtest1.c,speedtest1_run,vdbeapi.c,sqlite3_column_count,1100,1103
0,speedtest1.c,speedtest1_run,vdbeapi.c,sqlite3_column_text,1248,1252
0,speedtest1.c,speedtest1_run,vdbeapi.c,sqlite3_column_type,1269,1273
0,speedtest1.c,speedtest1_run,vdbeapi.c,sqlite3_finalize,99,116
0,speedtest1.c,speedtest1_run,prepare.c,sqlite3_prepare_v2,918,935
0,speedtest1.c,speedtest1_run,vdbeapi.c,sqlite3_reset,126,142
0,speedtest1.c,speedtest1_run,vdbeapi.c,sqlite3_sql,1851,1854
0,speedtest1.c,speedtest1_run,vdbeapi.c,sqlite3_step,783,830
0,speedtest1.c,speedtest1_run,speedtest1.c,Global::zResult,105,
0,speedtest1.c,traceCallback,speedtest1.c,ISSPACE,61,
0,speedtest1.c,randomFunc,speedtest1.c,speedtest1_random,280,284
0,speedtest1.c,randomFunc,speedtest1.c,sqlite3_int64,65,
0,speedtest1.c,randomFunc,vdbeapi.c,sqlite3_result_int64,459,462
0,speedtest1.c,est_square_root,optfuzz-db01.txt,x,17,
0,speedtest1.c,groupAppend,speedtest1.c,groupConcat::nAlloc,640,
0,speedtest1.c,groupAppend,speedtest1.c,groupConcat::nUsed,641,
0,speedtest1.c,groupAppend,malloc.c,sqlite3_realloc,511,517
0,speedtest1.c,groupAppend,speedtest1.c,groupConcat::z,639,
0,speedtest1.c,groupStep,speedtest1.c,groupAppend,643,653
0,speedtest1.c,groupStep,speedtest1.c,groupConcat::nUsed,641,
0,speedtest1.c,groupStep,vdbeapi.c,sqlite3_aggregate_context,989,998
0,speedtest1.c,groupStep,vdbeapi.c,sqlite3_value_bytes,185,187
0,speedtest1.c,groupStep,vdbeapi.c,sqlite3_value_text,217,219
0,speedtest1.c,groupStep,vdbeapi.c,sqlite3_value_type,235,318
0,speedtest1.c,groupFinal,speedtest1.c,groupConcat::nUsed,641,
0,speedtest1.c,groupFinal,vdbeapi.c,sqlite3_aggregate_context,989,998
0,speedtest1.c,groupFinal,malloc.c,sqlite3_free,379,392
0,speedtest1.c,groupFinal,vdbeapi.c,sqlite3_result_text,485,493
0,speedtest1.c,groupFinal,speedtest1.c,groupConcat::z,639,
0,speedtest1.c,testset_main,mptest.c,Global::db,76,
0,speedtest1.c,testset_main,speedtest1.c,est_square_root,620,630
0,speedtest1.c,testset_main,speedtest1.c,groupFinal,684,691
0,speedtest1.c,testset_main,speedtest1.c,groupStep,654,683
0,speedtest1.c,testset_main,speedtest1.c,isTemp,114,116
0,speedtest1.c,testset_main,speedtest1.c,Global::nRepeat,96,
0,speedtest1.c,testset_main,speedtest1.c,Global::pStmt,85,
0,speedtest1.c,testset_main,speedtest1.c,roundup_allones,301,305
0,speedtest1.c,testset_main,speedtest1.c,speedtest1_begin_test,373,396
0,speedtest1.c,testset_main,speedtest1.c,speedtest1_end_test,402,413
0,speedtest1.c,testset_main,speedtest1.c,speedtest1_exec,466,482
0,speedtest1.c,testset_main,speedtest1.c,speedtest1_numbername,315,366
0,speedtest1.c,testset_main,speedtest1.c,speedtest1_prepare,515,532
0,speedtest1.c,testset_main,speedtest1.c,speedtest1_random,280,284
0,speedtest1.c,testset_main,speedtest1.c,speedtest1_run,535,598
0,speedtest1.c,testset_main,vdbeapi.c,sqlite3_bind_int,1544,1546
0,speedtest1.c,testset_main,vdbeapi.c,sqlite3_bind_int64,1547,1556
0,speedtest1.c,testset_main,vdbeapi.c,sqlite3_bind_text,1584,1592
0,speedtest1.c,testset_main,main.c,sqlite3_create_function,1995,2007
0,speedtest1.c,testset_main,speedtest1.c,sqlite3_int64,65,
0,speedtest1.c,testset_main,main.c,sqlite3_libversion_number,121,121
0,speedtest1.c,testset_main,speedtest1.c,swizzle,289,297
0,speedtest1.c,testset_main,speedtest1.c,Global::szTest,95,
0,speedtest1.c,testset_main,speedtest1.c,Global::zNN,100,
0,speedtest1.c,testset_main,speedtest1.c,Global::zPK,101,
0,speedtest1.c,testset_main,speedtest1.c,Global::zWR,99,
0,speedtest1.c,testset_cte,speedtest1.c,Global::pStmt,85,
0,speedtest1.c,testset_cte,speedtest1.c,speedtest1_begin_test,373,396
0,speedtest1.c,testset_cte,speedtest1.c,speedtest1_end_test,402,413
0,speedtest1.c,testset_cte,speedtest1.c,speedtest1_prepare,515,532
0,speedtest1.c,testset_cte,speedtest1.c,speedtest1_run,535,598
0,speedtest1.c,testset_cte,vdbeapi.c,sqlite3_bind_double,1534,1543
0,speedtest1.c,testset_cte,vdbeapi.c,sqlite3_bind_text,1584,1592
0,speedtest1.c,testset_cte,speedtest1.c,Global::szTest,95,
0,speedtest1.c,speedtest1_random_ascii_fp,speedtest1.c,speedtest1_random,280,284
0,speedtest1.c,speedtest1_random_ascii_fp,printf.c,sqlite3_snprintf,1306,1313
0,speedtest1.c,speedtest1_random_ascii_fp,optfuzz-db01.txt,x,17,
0,speedtest1.c,speedtest1_random_ascii_fp,speedtest1.c,groupConcat::z,639,
0,speedtest1.c,testset_fp,speedtest1.c,isTemp,114,116
0,speedtest1.c,testset_fp,speedtest1.c,Global::pStmt,85,
0,speedtest1.c,testset_fp,speedtest1.c,speedtest1_begin_test,373,396
0,speedtest1.c,testset_fp,speedtest1.c,speedtest1_end_test,402,413
0,speedtest1.c,testset_fp,speedtest1.c,speedtest1_exec,466,482
0,speedtest1.c,testset_fp,speedtest1.c,speedtest1_prepare,515,532
0,speedtest1.c,testset_fp,speedtest1.c,speedtest1_random_ascii_fp,1300,1308
0,speedtest1.c,testset_fp,speedtest1.c,speedtest1_run,535,598
0,speedtest1.c,testset_fp,vdbeapi.c,sqlite3_bind_text,1584,1592
0,speedtest1.c,testset_fp,speedtest1.c,Global::szTest,95,
0,speedtest1.c,testset_fp,speedtest1.c,Global::zNN,100,
0,speedtest1.c,testset_orm,speedtest1.c,Global::pStmt,85,
0,speedtest1.c,testset_orm,speedtest1.c,speedtest1_begin_test,373,396
0,speedtest1.c,testset_orm,speedtest1.c,speedtest1_end_test,402,413
0,speedtest1.c,testset_orm,speedtest1.c,speedtest1_exec,466,482
0,speedtest1.c,testset_orm,speedtest1.c,speedtest1_numbername,315,366
0,speedtest1.c,testset_orm,speedtest1.c,speedtest1_prepare,515,532
0,speedtest1.c,testset_orm,speedtest1.c,speedtest1_random,280,284
0,speedtest1.c,testset_orm,speedtest1.c,speedtest1_run,535,598
0,speedtest1.c,testset_orm,vdbeapi.c,sqlite3_bind_double,1534,1543
0,speedtest1.c,testset_orm,vdbeapi.c,sqlite3_bind_int,1544,1546
0,speedtest1.c,testset_orm,vdbeapi.c,sqlite3_bind_int64,1547,1556
0,speedtest1.c,testset_orm,vdbeapi.c,sqlite3_bind_text64,1593,1604
0,speedtest1.c,testset_orm,speedtest1.c,Global::szTest,95,
0,speedtest1.c,testset_trigger,speedtest1.c,Global::pStmt,85,
0,speedtest1.c,testset_trigger,speedtest1.c,speedtest1_begin_test,373,396
0,speedtest1.c,testset_trigger,speedtest1.c,speedtest1_end_test,402,413
0,speedtest1.c,testset_trigger,speedtest1.c,speedtest1_exec,466,482
0,speedtest1.c,testset_trigger,speedtest1.c,speedtest1_numbername,315,366
0,speedtest1.c,testset_trigger,speedtest1.c,speedtest1_prepare,515,532
0,speedtest1.c,testset_trigger,speedtest1.c,speedtest1_random,280,284
0,speedtest1.c,testset_trigger,speedtest1.c,speedtest1_run,535,598
0,speedtest1.c,testset_trigger,vdbeapi.c,sqlite3_bind_int,1544,1546
0,speedtest1.c,testset_trigger,vdbeapi.c,sqlite3_bind_text,1584,1592
0,speedtest1.c,testset_trigger,speedtest1.c,Global::szTest,95,
0,speedtest1.c,testset_debug1,speedtest1.c,speedtest1_numbername,315,366
0,speedtest1.c,testset_debug1,speedtest1.c,swizzle,289,297
0,speedtest1.c,testset_debug1,speedtest1.c,Global::szTest,95,
0,speedtest1.c,main,speedtest1.c,Global::bExplain,91,
0,speedtest1.c,main,speedtest1.c,Global::bMemShrink,93,
0,speedtest1.c,main,speedtest1.c,Global::bReprepare,89,
0,speedtest1.c,main,speedtest1.c,Global::bSqlOnly,90,
0,speedtest1.c,main,speedtest1.c,Global::bVerify,92,
0,speedtest1.c,main,mptest.c,Global::db,76,
0,speedtest1.c,main,speedtest1.c,Global::doCheckpoint,97,
0,speedtest1.c,main,speedtest1.c,Global::eTemp,94,
0,speedtest1.c,main,speedtest1.c,fatal_error,119,125
0,speedtest1.c,main,speedtest1.c,Global::hashFile,107,
0,speedtest1.c,main,speedtest1.c,HashInit,138,143
0,speedtest1.c,main,speedtest1.c,integerValue,213,255
0,speedtest1.c,main,speedtest1.c,Global::iTotal,87,
0,speedtest1.c,main,speedtest1.c,Global::nRepeat,96,
0,speedtest1.c,main,speedtest1.c,Global::nReserve,98,
0,speedtest1.c,main,showjournal.c,pageSize,12,
0,speedtest1.c,main,speedtest1.c,randomFunc,611,617
0,speedtest1.c,main,autoconf/README.txt,rc,9,
0,speedtest1.c,main,speedtest1.c,speedtest1_begin_test,373,396
0,speedtest1.c,main,speedtest1.c,speedtest1_end_test,402,413
0,speedtest1.c,main,speedtest1.c,speedtest1_exec,466,482
0,speedtest1.c,main,speedtest1.c,speedtest1_final,416,436
0,speedtest1.c,main,speedtest1.c,speedtest1_once,488,512
0,speedtest1.c,main,main.c,sqlite3_close,1288,1288
0,speedtest1.c,main,main.c,sqlite3_config,429,734
0,speedtest1.c,main,main.c,sqlite3_create_function,1995,2007
0,speedtest1.c,main,main.c,sqlite3_db_config,914,983
0,speedtest1.c,main,status.c,sqlite3_db_status,202,392
0,speedtest1.c,main,legacy.c,sqlite3_exec,30,141
0,speedtest1.c,main,main.c,sqlite3_file_control,3895,3940
0,speedtest1.c,main,malloc.c,sqlite3_free,379,392
0,speedtest1.c,main,main.c,sqlite3_initialize,200,365
0,speedtest1.c,main,speedtest1.c,sqlite3_int64,65,
0,speedtest1.c,main,sqlite3ext.h,sqlite3_libversion,457,
0,speedtest1.c,main,sqlite3ext.h,sqlite3_mprintf,460,
0,speedtest1.c,main,sqlite3ext.h,sqlite3_open,461,
0,speedtest1.c,main,speedtest1.c,sqlite3_sourceid,2138,
0,speedtest1.c,main,status.c,sqlite3_status,159,171
0,speedtest1.c,main,main.c,sqlite3_trace,2134,2150
0,speedtest1.c,main,speedtest1.c,Global::szTest,95,
0,speedtest1.c,main,speedtest1.c,testset_cte,1147,1295
0,speedtest1.c,main,speedtest1.c,testset_debug1,2084,2096
0,speedtest1.c,main,speedtest1.c,testset_fp,1313,1379
0,speedtest1.c,main,speedtest1.c,testset_main,697,1141
0,speedtest1.c,main,speedtest1.c,testset_orm,1615,1878
0,speedtest1.c,main,speedtest1.c,testset_trigger,1882,2079
0,speedtest1.c,main,speedtest1.c,traceCallback,602,606
0,speedtest1.c,main,speedtest1.c,xCompileOptions,2145,2148
0,speedtest1.c,main,threadtest5.c,zDbName,35,
0,speedtest1.c,main,speedtest1.c,zHelp,6,
